H M
-0.103 -0.13833
-0.1133 -0.22104
-0.1236 -0.50695
-0.1442 -0.56599
-0.1648 -0.61029
-0.1854 -0.6046
-0.206 -0.60182
-0.1854 -0.59703
-0.1648 -0.56993
-0.1442 -0.56224
-0.1236 -0.57041
-0.103 -0.57961
-0.0824 -0.56501
-0.0618 -0.48873
-0.0412 -0.48885
-0.0206 -0.57412
0 -0.57194
0.0206 -0.57224
0.0412 -0.44116
0.0618 -0.55187
0.103 0.16906
0.1133 0.17046
0.1236 0.50749
0.1442 0.60065
0.1648 0.60463
0.1854 0.584
0.206 0.58188
0.1854 0.60956
0.1648 0.57067
0.1442 0.60399
0.1236 0.53949
0.103 0.58407
0.0824 0.54539
0.0618 0.50309
0.0412 0.61946
0.0206 0.59119
0 0.5978
-0.0206 0.60676
-0.0412 0.40632
-0.0618 0.42184
-0.103 -0.13833
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
