H M
0.0824 0.57784
0.0618 0.57624
0.0412 0.57578
0.0206 0.56428
0 0.5543
-0.0206 0.48635
-0.0412 0.42656
-0.0618 0.45696
-0.103 -0.1355
-0.1133 -0.49034
-0.1236 -0.47692
-0.1442 -0.57137
-0.1648 -0.60903
-0.1854 -0.59396
-0.206 -0.62157
-0.1854 -0.59585
-0.1648 -0.60761
-0.1442 -0.60103
-0.1236 -0.60427
-0.103 -0.60254
-0.0824 -0.60227
-0.0618 -0.59602
-0.0412 -0.58315
-0.0206 -0.6002
0 -0.51412
0.0206 -0.4808
0.0412 -0.45446
0.0618 -0.44241
0.103 0.17487
0.1133 0.49579
0.1236 0.51334
0.1442 0.59473
0.1648 0.60377
0.1854 0.61487
0.206 0.61068
0.1854 0.61512
0.1648 0.61312
0.1442 0.59621
0.1236 0.58687
0.103 0.61115
0.0824 0.57784
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
