H M
0.206 0.60954
0.1854 0.6077
0.1648 0.60264
0.1442 0.60162
0.1236 0.58698
0.103 0.58169
0.0824 0.57487
0.0618 0.55206
0.0412 0.53683
0.0206 0.50654
0 0.51393
-0.0206 0.52408
-0.0412 0.48308
-0.0618 0.4452
-0.103 -0.02964
-0.1133 -0.12386
-0.1236 -0.29995
-0.1442 -0.563
-0.1648 -0.57947
-0.1854 -0.58144
-0.206 -0.60234
-0.1854 -0.59467
-0.1648 -0.58535
-0.1442 -0.58855
-0.1236 -0.57774
-0.103 -0.56823
-0.0824 -0.55231
-0.0618 -0.54559
-0.0412 -0.54323
-0.0206 -0.50842
0 -0.51066
0.0206 -0.5157
0.0412 -0.39919
0.0618 -0.43426
0.1133 0.11449
0.1236 0.36978
0.1442 0.58366
0.1648 0.58964
0.1854 0.59376
-- --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
 --
